Ordre;Site_gestion_date_Quadrat;Qtte_Plantes;Sp_Plantes;individu;Sp_Pollinisateurs;N_Interactions
927;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;750;Bombus_pascuorum;1
928;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;749;Bombus_pascuorum;1
929;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;751;Bombus_pascuorum;9
930;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;755;Bombus_pascuorum;9
931;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;756;Bombus_pascuorum;6
932;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;749;Bombus_pascuorum;3
933;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;755;Bombus_pascuorum;3
934;CAV_Fauche_miJuillet_Q2;4;Trifolium_pratense;755;Bombus_pascuorum;3
935;CAV_Fauche_miJuillet_Q2;5;Centaurea_jacea;754;Apis_mellifera;4
936;CAV_Fauche_miJuillet_Q2;5;Centaurea_jacea;753;Bombus_lapidarius;1
937;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;757;Bombus_pascuorum;5
938;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;757;Bombus_pascuorum;1
939;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;758;Bombus_pascuorum;3
940;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;759;Bombus_pascuorum;3
941;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;758;Bombus_pascuorum;1
942;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;759;Bombus_pascuorum;1
943;CAV_Fauche_miJuillet_Q2;5;Centaurea_jacea;760;Apis_mellifera;1
944;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;761;Bombus_pascuorum;1
945;CAV_Fauche_miJuillet_Q2;9;Prunella_vulgaris;762;Bombus_pascuorum;2
946;CAV_Fauche_miJuillet_Q2;2;Lotus_corniculatus;763;Megachile_spec.;1
947;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;764;Bombus_pascuorum;4
948;CAV_Fauche_miJuillet_Q2;4;Trifolium_pratense;765;Bombus_pascuorum;1
949;CAV_Fauche_miJuillet_Q2;17;Betonica_officinalis;765;Bombus_pascuorum;2
950;CAV_Fauche_miJuillet_Q2;5;Centaurea_jacea;764;Bombus_pascuorum;1
951;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;766;Apis_mellifera;1
952;Blvd_Nord_Fauche_miJuillet;1;Hypochaeris_radicata;783;Anthophila_indet.;1
953;Blvd_Nord_Fauche_miJuillet;2;Jacobaea_vulgaris;768;Osmia_spinulosa;2
954;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;767;Hylaeus_spec.;1
955;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;770;Apis_mellifera;3
956;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;769;Hylaeus_spec.;1
957;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;771;Anthophila_indet.;1
958;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;772;Hylaeus_spec.;1
959;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;772;Hylaeus_spec.;1
960;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;773;Eristalis_tenax;2
961;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;774;Hylaeus_spec.;2
962;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;775;Hylaeus_spec.;1
963;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;776;Pieris_rapae;2
964;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;777;Hylaeus_spec.;4
965;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;778;Apis_mellifera;2
966;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;779;Hylaeus_spec.;1
967;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;780;Lasioglossum_spec.;4
968;Blvd_Nord_Fauche_miJuillet;2;Jacobaea_vulgaris;781;Anthophila_indet.;1
969;Blvd_Nord_Fauche_miJuillet;13;Cirsium_arvense;782;Apis_mellifera;2
970;Blvd_Nord_Fauche_miJuillet;11;Torilis_japonica;784;Lasioglossum_spec.;1
971;Blvd_Nord_Fauche_miJuillet;2;Jacobaea_vulgaris;785;Eristalis_spec.;1
972;Herge_Tonte_miJuillet;10;Bellis_perennis;786;Lasioglossum_spec.;2
973;Herge_Tonte_miJuillet;1;Cerastium_fontanum;;No;0
974;Herge_Tonte_miJuillet;1;Ranunculus_repens;786;Lasioglossum_spec.;1
975;Herge_Tonte_miJuillet;6;Trifolium_dubium;;No;0
976;Herge_Tonte_miJuillet;180;Trifolium_repens;787;Apis_mellifera;8
977;Herge_Tonte_miJuillet;1;Ranunculus_repens;789;Paragus_haemorrhous;1
978;Herge_Tonte_miJuillet;1;Ranunculus_repens;788;Lasioglossum_spec.;1
979;Herge_Tonte_miJuillet;180;Trifolium_repens;790;Bombus_pascuorum;7
980;Herge_Tonte_miJuillet;180;Trifolium_repens;791;Apis_mellifera;8
981;Herge_Tonte_miJuillet;180;Trifolium_repens;792;Bombus_pascuorum;13
982;Herge_Tonte_miJuillet;1;Ranunculus_repens;793;Lasioglossum_spec.;2
983;Herge_Tonte_miJuillet;180;Trifolium_repens;794;Apis_mellifera;9
984;Herge_Tonte_miJuillet;180;Trifolium_repens;795;Apis_mellifera;12
985;Anneau_CN_Fauche_miJuillet_Q1;1;Bellis_perennis;800;Platycheirus_albimanus;1
986;Anneau_CN_Fauche_miJuillet_Q1;1;Cirsium_vulgare;799;Bombus_pascuorum;1
987;Anneau_CN_Fauche_miJuillet_Q1;4;Jacobaea_vulgaris;797;Eristalis_nemorum;1
988;Anneau_CN_Fauche_miJuillet_Q1;3;Medicago_lupulina;;No;0
989;Anneau_CN_Fauche_miJuillet_Q1;3;Plantago_lanceolata;;No;0
990;Anneau_CN_Fauche_miJuillet_Q1;5;Prunella_vulgaris;;No;0
991;Anneau_CN_Fauche_miJuillet_Q1;3;Trifolium_dubium;;No;0
992;Anneau_CN_Fauche_miJuillet_Q1;16;Trifolium_pratense;796;Bombus_pascuorum;4
993;Anneau_CN_Fauche_miJuillet_Q1;16;Trifolium_pratense;800;Platycheirus_albimanus;1
994;Anneau_CN_Fauche_miJuillet_Q1;16;Trifolium_pratense;798;Bombus_pascuorum;3
995;Anneau_CN_Fauche_miJuillet_Q1;16;Trifolium_pratense;799;Bombus_pascuorum;11
996;Anneau_CN_Fauche_miJuillet_Q2;3;Bellis_perennis;;No;0
997;Anneau_CN_Fauche_miJuillet_Q2;4;Daucus_carota;808;Pipizella_spec.;3
998;Anneau_CN_Fauche_miJuillet_Q2;1;Hypochaeris_radicata;;No;0
999;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;801;Maniola_jurtina;1
1000;Anneau_CN_Fauche_miJuillet_Q2;3;Medicago_lupulina;;No;0
1001;Anneau_CN_Fauche_miJuillet_Q2;12;Trifolium_campestre;;No;0
1002;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;802;Eristalis_tenax;2
1003;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;803;Eristalis_nemorum;4
1004;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;804;Lasioglossum_spec.;2
1005;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;805;Heriades_truncorum;2
1006;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;806;Eristalis_nemorum;4
1007;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;807;Heriades_truncorum;4
1008;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;810;Eristalis_tenax;1
1009;Anneau_CN_Fauche_miJuillet_Q2;4;Daucus_carota;809;Hylaeus_spec.;2
1010;Anneau_CN_Fauche_miJuillet_Q2;4;Daucus_carota;811;Heriades_truncorum;1
1011;Anneau_CN_Fauche_miJuillet_Q2;22;Jacobaea_vulgaris;811;Heriades_truncorum;3
1012;Anneau_CN_Fauche_miJuillet_Q3;1;Bellis_perennis;;No;0
1013;Anneau_CN_Fauche_miJuillet_Q3;2;Jacobaea_vulgaris;;No;0
1014;Anneau_CN_Fauche_miJuillet_Q3;65;Medicago_lupulina;;No;0
1015;Anneau_CN_Fauche_miJuillet_Q3;3;Plantago_lanceolata;;No;0
1016;Anneau_CN_Fauche_miJuillet_Q3;15;Prunella_vulgaris;812;Platycheirus_albimanus;2
1017;Anneau_CN_Fauche_miJuillet_Q3;9;Trifolium_pratense;813;Bombus_pascuorum;1
1018;Anneau_CN_Fauche_miJuillet_Q3;15;Prunella_vulgaris;813;Bombus_pascuorum;1
1019;Source_Tonte_miJuillet;1;Bellis_perennis;;No;0
1020;Source_Tonte_miJuillet;13;Plantago_lanceolata;;No;0
1021;Source_Tonte_miJuillet;80;Trifolium_repens;814;Apis_mellifera;1
1022;Source_Tonte_miJuillet;80;Trifolium_repens;815;Bombus_lucorum;4
1023;Source_Tonte_miJuillet;80;Trifolium_repens;816;Bombus_lapidarius;3
1024;Source_Tonte_miJuillet;80;Trifolium_repens;817;Apis_mellifera;1
1025;Source_Tonte_miJuillet;80;Trifolium_repens;818;Apis_mellifera;8
1026;Source_Tonte_miJuillet;80;Trifolium_repens;819;Apis_mellifera;13
1027;Source_Tonte_miJuillet;80;Trifolium_repens;820;Bombus_vestalis/bohemicus;1
1028;Source_Tonte_miJuillet;80;Trifolium_repens;821;Apis_mellifera;2
1029;Source_Tonte_miJuillet;80;Trifolium_repens;822;Bombus_pascuorum;3
1030;Source_Tonte_miJuillet;80;Trifolium_repens;823;Bombus_pascuorum;2
1031;Lauzelle_Fauche_miJuillet;;;;No;0
1032;Esplanade_Fauche_miJuillet;7;Achillea_millefolium;;No;0
1033;Esplanade_Fauche_miJuillet;13;Daucus_carota;824;Andrena_proxima;2
1034;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;827;Eristalis_nemorum;2
1035;Esplanade_Fauche_miJuillet;13;Trifolium_pratense;864;Bombus_pascuorum;2
1036;Esplanade_Fauche_miJuillet;13;Daucus_carota;825;Anthophila_indet.;2
1037;Esplanade_Fauche_miJuillet;13;Daucus_carota;826;Hylaeus_spec.;1
1038;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;828;Anthophila_indet.;1
1039;Esplanade_Fauche_miJuillet;13;Daucus_carota;829;Hylaeus_spec.;1
1040;Esplanade_Fauche_miJuillet;13;Daucus_carota;830;Eristalis_nemorum;2
1041;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;831;Eristalis_nemorum;1
1042;Esplanade_Fauche_miJuillet;13;Daucus_carota;832;Lasioglossum_spec.;2
1043;Esplanade_Fauche_miJuillet;13;Daucus_carota;833;Apis_mellifera;1
1044;Esplanade_Fauche_miJuillet;13;Daucus_carota;834;Eristalis_nemorum;1
1045;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;835;Eristalis_spec.;1
1046;Esplanade_Fauche_miJuillet;13;Daucus_carota;836;Syritta_pipiens;3
1047;Esplanade_Fauche_miJuillet;13;Daucus_carota;837;Hylaeus_spec.;1
1048;Esplanade_Fauche_miJuillet;13;Daucus_carota;838;Hylaeus_spec.;3
1049;Esplanade_Fauche_miJuillet;13;Daucus_carota;839;Hylaeus_spec.;2
1050;Esplanade_Fauche_miJuillet;13;Daucus_carota;840;Hylaeus_spec.;2
1051;Esplanade_Fauche_miJuillet;13;Daucus_carota;841;Hylaeus_spec.;3
1052;Esplanade_Fauche_miJuillet;13;Daucus_carota;842;Hylaeus_spec.;2
1053;Esplanade_Fauche_miJuillet;13;Daucus_carota;843;Myathropa_florea;1
1054;Esplanade_Fauche_miJuillet;13;Daucus_carota;844;Hylaeus_spec.;1
1055;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;845;Syritta_pipiens;2
1056;Esplanade_Fauche_miJuillet;13;Daucus_carota;846;Hylaeus_spec.;1
1057;Esplanade_Fauche_miJuillet;13;Daucus_carota;847;Hylaeus_spec.;2
1058;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;848;Bombus_terrestris/lucorum/magnus/cryptarum;1
1059;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;849;Dasypoda_hirtipes;1
1060;Esplanade_Fauche_miJuillet;13;Daucus_carota;850;Hylaeus_spec.;1
1061;Esplanade_Fauche_miJuillet;13;Daucus_carota;851;Hylaeus_spec.;2
1062;Esplanade_Fauche_miJuillet;13;Daucus_carota;852;Hylaeus_spec.;3
1063;Esplanade_Fauche_miJuillet;13;Daucus_carota;853;Hylaeus_spec.;1
1064;Esplanade_Fauche_miJuillet;13;Daucus_carota;854;Hylaeus_spec.;2
1065;Esplanade_Fauche_miJuillet;13;Daucus_carota;855;Hylaeus_spec.;3
1066;Esplanade_Fauche_miJuillet;13;Daucus_carota;856;Hylaeus_spec.;1
1067;Esplanade_Fauche_miJuillet;13;Daucus_carota;857;Hylaeus_spec.;2
1068;Esplanade_Fauche_miJuillet;13;Daucus_carota;858;Hylaeus_spec.;3
1069;Esplanade_Fauche_miJuillet;13;Daucus_carota;859;Hylaeus_spec.;2
1070;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;836;Syritta_pipiens;1
1071;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;860;Eristalis_spec.;1
1072;Esplanade_Fauche_miJuillet;13;Daucus_carota;860;Eristalis_spec.;1
1073;Esplanade_Fauche_miJuillet;13;Daucus_carota;861;Apis_mellifera;1
1074;Esplanade_Fauche_miJuillet;13;Daucus_carota;862;Syritta_pipiens;1
1075;Esplanade_Fauche_miJuillet;3;Jacobaea_vulgaris;863;Syrphidae_indet.;1
1076;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;865;Bombus_lapidarius;12
1077;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;866;Apis_mellifera;1
1078;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;867;Apis_mellifera;4
1079;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;868;Apis_mellifera;12
1080;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;869;Bombus_lapidarius;19
1081;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;870;Apis_mellifera;1
1082;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;871;Bombus_lapidarius;11
1083;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;872;Apis_mellifera;2
1084;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;873;Bombus_lapidarius;24
1085;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;874;Bombus_lapidarius;4
1086;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;875;Bombus_terrestris/lucorum/magnus/cryptarum;3
1087;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;876;Apis_mellifera;9
1088;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;877;Apis_mellifera;9
1089;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;878;Bombus_lucorum;3
1090;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;879;Bombus_lapidarius;9
1091;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;880;Apis_mellifera;4
1092;Parc_Lapins_Tonte_miJuillet;100;Trifolium_repens;881;Bombus_lapidarius;7
1093;Parc_Lapins_Fauche_miJuillet;;;;No;0
1094;Bois_Palette_Tonte_miJuillet;1;Bellis_perennis;;No;0
1095;Bois_Palette_Tonte_miJuillet;1;Ranunculus_repens;883;Anthophila_indet.;1
1096;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;882;Apis_mellifera;2
1097;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;884;Apis_mellifera;1
1098;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;885;Episyrphus_balteatus;1
1099;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;886;Apis_mellifera;2
1100;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;887;Apis_mellifera;3
1101;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;888;Apis_mellifera;16
1102;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;889;Apis_mellifera;8
1103;Bois_Palette_Tonte_miJuillet;39;Trifolium_repens;890;Apis_mellifera;2
1104;Rondes_Bosses_Tonte_miJuillet;8;Bellis_perennis;;No;0
1105;Rondes_Bosses_Tonte_miJuillet;1;Geranium_molle;;No;0
1106;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;891;Apis_mellifera;1
1107;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;892;Bombus_lapidarius;12
1108;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;893;Apis_mellifera;6
1109;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;894;Apis_mellifera;2
1110;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;895;Apis_mellifera;2
1111;Rondes_Bosses_Tonte_miJuillet;64;Trifolium_repens;896;Apis_mellifera;8
1112;Lac_Tonte_miJuillet;5;Bellis_perennis;897;Syrphidae_indet.;1
1113;Lac_Tonte_miJuillet;1;Geranium_molle;;No;0
1114;Lac_Tonte_miJuillet;4;Lotus_corniculatus;;No;0
1115;Lac_Tonte_miJuillet;16;Trifolium_repens;898;Apis_mellifera;8
1116;Lac_Tonte_miJuillet;16;Trifolium_repens;899;Apis_mellifera;1
1117;Lac_Fauche_miJuillet;16;Centaurea_jacea;900;Maniola_jurtina;1
1118;Lac_Fauche_miJuillet;18;Lotus_corniculatus;912;Bombus_lapidarius;1
1119;Lac_Fauche_miJuillet;16;Centaurea_jacea;901;Bombus_vestalis/bohemicus;2
1120;Lac_Fauche_miJuillet;16;Centaurea_jacea;902;Halictus_scabiosae;1
1121;Lac_Fauche_miJuillet;16;Centaurea_jacea;903;Apis_mellifera;1
1122;Lac_Fauche_miJuillet;16;Centaurea_jacea;904;Halictus_scabiosae;2
1123;Lac_Fauche_miJuillet;16;Centaurea_jacea;905;Maniola_jurtina;1
1124;Lac_Fauche_miJuillet;16;Centaurea_jacea;906;Halictus_scabiosae;1
1125;Lac_Fauche_miJuillet;16;Centaurea_jacea;907;Apis_mellifera;2
1126;Lac_Fauche_miJuillet;16;Centaurea_jacea;908;Bombus_pascuorum;1
1127;Lac_Fauche_miJuillet;16;Centaurea_jacea;909;Bombus_vestalis/bohemicus;2
1128;Lac_Fauche_miJuillet;16;Centaurea_jacea;910;Bombus_lapidarius;2
1129;Lac_Fauche_miJuillet;16;Centaurea_jacea;911;Apis_mellifera;1
1130;Lac_Fauche_miJuillet;16;Centaurea_jacea;913;Bombus_lapidarius;1
1131;Aula_Tonte_miJuillet;39;Bellis_perennis;;No;0
1132;Gare_bus_Tonte_miJuillet;6;Bellis_perennis;;No;0
1133;Gare_bus_Tonte_miJuillet;29;Trifolium_repens;914;Bombus_lapidarius;4
1134;Gare_bus_Tonte_miJuillet;29;Trifolium_repens;915;Apis_mellifera;9
1135;Gare_bus_Tonte_miJuillet;29;Trifolium_repens;916;Apis_mellifera;16
1136;Gare_bus_Tonte_miJuillet;29;Trifolium_repens;917;Bombus_lapidarius;6
1137;Reaumur_Tonte_miJuillet;10;Bellis_perennis;;No;0
1138;Reaumur_Tonte_miJuillet;1;Plantago_lanceolata;;No;0
1139;Reaumur_Tonte_miJuillet;4;Prunella_vulgaris;;No;0
1140;Reaumur_Tonte_miJuillet;1;Ranunculus_repens;;No;0
1141;Reaumur_Tonte_miJuillet;120;Trifolium_repens;918;Bombus_lapidarius;3
1142;Reaumur_Tonte_miJuillet;120;Trifolium_repens;919;Apis_mellifera;2
1143;Reaumur_Tonte_miJuillet;120;Trifolium_repens;920;Apis_mellifera;4
1144;Reaumur_Tonte_miJuillet;120;Trifolium_repens;921;Bombus_lapidarius;1
1145;Reaumur_Tonte_miJuillet;120;Trifolium_repens;922;Apis_mellifera;3
1146;Reaumur_Tonte_miJuillet;120;Trifolium_repens;923;Apis_mellifera;6
1147;Reaumur_Tonte_miJuillet;120;Trifolium_repens;924;Apis_mellifera;3
1148;Reaumur_Fauche_miJuillet_Q1;2;Achillea_millefolium;929;Eristalis_tenax;1
1149;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;925;Bombus_vestalis/bohemicus;3
1150;Reaumur_Fauche_miJuillet_Q1;3;Daucus_carota;928;Hylaeus_spec.;1
1151;Reaumur_Fauche_miJuillet_Q1;2;Jacobaea_vulgaris;934;Bombus_terrestris/lucorum/magnus/cryptarum;1
1152;Reaumur_Fauche_miJuillet_Q1;1;Leucanthemum_vulgare;;No;0
1153;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;926;Bombus_vestalis/bohemicus;6
1154;Reaumur_Fauche_miJuillet_Q1;3;Daucus_carota;927;Hylaeus_spec.;1
1155;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;930;Bombus_vestalis/bohemicus;2
1156;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;929;Eristalis_tenax;1
1157;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;931;Apis_mellifera;2
1158;Reaumur_Fauche_miJuillet_Q1;3;Daucus_carota;932;Hylaeus_spec.;1
1159;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;933;Bombus_vestalis/bohemicus;2
1160;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;934;Bombus_terrestris/lucorum/magnus/cryptarum;2
1161;Reaumur_Fauche_miJuillet_Q1;13;Centaurea_jacea;935;Bombus_pascuorum;1
1162;Reaumur_Fauche_miJuillet_Q2;2;Centaurea_jacea;938;Maniola_jurtina;1
1163;Reaumur_Fauche_miJuillet_Q2;2;Cichorium_intybus;;No;0
1164;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;936;Megachile_spec.;1
1165;Reaumur_Fauche_miJuillet_Q2;1;Daucus_carota;957;Hylaeus_spec.;1
1166;Reaumur_Fauche_miJuillet_Q2;2;Leucanthemum_vulgare;;No;0
1167;Reaumur_Fauche_miJuillet_Q2;3;Trifolium_repens;;No;0
1168;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;937;Andrena_spec.;2
1169;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;939;Bombus_lapidarius;1
1170;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;940;Cerceris_arenaria;1
1171;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;941;Halictus_scabiosae;3
1172;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;942;Halictus_scabiosae;1
1173;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;943;Andrena_humilis;1
1174;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;944;Hylaeus_spec.;3
1175;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;945;Hylaeus_spec.;2
1176;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;946;Bombus_lapidarius;3
1177;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;947;Hylaeus_spec.;3
1178;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;948;Halictus_scabiosae;2
1179;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;949;Andrena_fulvago;3
1180;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;950;Anthophila_indet.;1
1181;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;951;Hylaeus_spec.;2
1182;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;952;Hylaeus_spec.;1
1183;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;953;Andrena_fulvago;1
1184;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;954;Andrena_fulvago;1
1185;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;955;Syrphus_spec.;2
1186;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;956;Syrphus_spec.;1
1187;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;958;Anthophila_indet.;1
1188;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;959;Anthophila_indet.;1
1189;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;960;Halictus_scabiosae;2
1190;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;961;Hylaeus_spec.;3
1191;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;962;Hylaeus_spec.;2
1192;Reaumur_Fauche_miJuillet_Q2;1;Daucus_carota;963;Syritta_pipiens;1
1193;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;964;Andrena_spec.;3
1194;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;965;Andrena_fulvago;3
1195;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;966;Andrena_minutula-gr.;3
1196;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;967;Andrena_fulvago;3
1197;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;968;Halictus_scabiosae;4
1198;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;969;Bombus_lapidarius;1
1199;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;970;Hylaeus_spec.;2
1200;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;971;Hylaeus_spec.;3
1201;Reaumur_Fauche_miJuillet_Q2;1;Daucus_carota;972;Hylaeus_spec.;1
1202;Reaumur_Fauche_miJuillet_Q2;39;Cirsium_arvense;974;Apis_mellifera;1
1203;Reaumur_Fauche_miJuillet_Q2;1;Daucus_carota;973;Hylaeus_spec.;1
1204;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;975;Hylaeus_spec.;3
1205;Creche_Fauche_miJuillet_Q1;20;Trifolium_repens;979;Polyommatus_icarus;1
1206;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;976;Andrena_flavipes;3
1207;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;977;Polyommatus_icarus;1
1208;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;978;Andrena_flavipes;5
1209;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;980;Andrena_flavipes;2
1210;Creche_Fauche_miJuillet_Q1;20;Trifolium_repens;981;Bombus_pascuorum;4
1211;Creche_Fauche_miJuillet_Q1;23;Achillea_millefolium;982;Eristalis_spec.;3
1212;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;983;Hylaeus_spec.;1
1213;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;984;Euclidia_glyphica;1
1214;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;985;Hylaeus_spec.;2
1215;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;986;Hylaeus_spec.;3
1216;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;987;Syrphidae_indet.;1
1217;Creche_Fauche_miJuillet_Q2;3;Daucus_carota;988;Hylaeus_spec.;1
1218;Creche_Fauche_miJuillet_Q3;4;Hypochaeris_radicata;;No;0
1219;Creche_Fauche_miJuillet_Q3;1;Jacobaea_vulgaris;989;Polyommatus_icarus;1
1220;Creche_Fauche_miJuillet_Q3;1;Prunella_vulgaris;;No;0
1221;Mercator_Tonte_miJuillet;29;Bellis_perennis;990;Lasioglossum_(Leuchalictus)_spec.;1
1222;Mercator_Tonte_miJuillet;3;Crepis_capillaris;991;Lasioglossum_spec.;1
